state_code,county_code,action_taken,loan_type,loan_purpose,lien_status,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,occupancy_type,income,debt_to_income_ratio,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,applicant_sex,denial_reason_1,denial_reason_2,rate_spread_valid,ltv_capped,dti_numeric,label,strata
FL,12035.0,3,1,4,2,1,2,105000.0,72.117,,,3,1,61.0,>60%,2,2,5,,5,1,1,,False,72.117,65.0,0,0_5
TX,48085.0,3,1,1,1,2,2,1225000.0,80.0,,,3,1,146.0,>60%,2,2,2,21,2,1,1,,False,80.0,65.0,0,0_2
VA,51810.0,1,1,4,2,2,2,25000.0,56.074,8.59,2.198,2,1,108.0,36,2,5,5,,8,2,10,,True,56.074,36.0,1,1_5
CA,6071.0,3,1,2,2,2,2,85000.0,70.8,,,3,1,84.0,>60%,1,1,5,,5,2,1,9,False,70.8,65.0,0,0_5
CT,9140.0,3,1,4,2,2,2,25000.0,70.587,,,3,1,78.0,38,2,5,5,,8,1,3,,False,70.587,38.0,0,0_5
WI,55079.0,1,1,1,1,2,2,315000.0,75.0,7.625,0.729,2,1,509.0,30%-<36%,2,5,2,26,8,2,10,,True,75.0,33.0,1,1_2
TN,47093.0,3,1,4,2,1,2,205000.0,66.98,,,3,1,153.0,50%-60%,2,2,5,,5,1,3,1,False,66.98,55.0,0,0_5
TX,48215.0,1,1,1,1,2,2,185000.0,80.0,6.125,0.024,2,1,55.0,40,2,5,5,,8,2,10,,True,80.0,40.0,1,1_5
IN,18159.0,1,1,1,1,2,2,255000.0,80.0,6.875,0.326,2,1,52.0,49,2,2,5,,5,2,10,,True,80.0,49.0,1,1_5
FL,12103.0,3,2,1,1,2,2,305000.0,79.2,,,3,1,140.0,>60%,2,2,5,,5,1,1,,False,79.2,65.0,0,0_5
GA,13121.0,1,1,2,2,1,2,95000.0,85.0,10.55,4.0,2,1,184.0,20%-<30%,2,5,3,,8,1,10,,True,85.0,25.0,1,1_3
WA,53077.0,1,1,1,1,2,2,165000.0,60.0,5.95,0.031,2,1,77.0,20%-<30%,2,5,5,,8,2,10,,True,60.0,25.0,1,1_5
TX,48367.0,3,2,1,1,2,2,365000.0,97.795,,,3,1,134.0,44,2,2,5,,5,2,4,,False,97.795,44.0,0,0_5
WI,55117.0,1,1,2,2,1,2,15000.0,43.43,7.2,1.09,2,1,67.0,39,2,5,5,,8,2,10,,True,43.43,39.0,1,1_5
AR,5039.0,3,1,1,1,2,2,25000.0,,,,3,1,26.0,<20%,2,5,5,,8,2,3,9,False,,10.0,0,0_5
CA,6029.0,3,1,2,1,1,2,105000.0,41.03,,,3,1,101.0,20%-<30%,1,5,5,,8,2,9,,False,41.03,25.0,0,0_5
VA,51087.0,3,1,4,1,1,2,405000.0,81.301,,,3,1,11.0,>60%,2,5,2,,8,2,1,,False,81.301,65.0,0,0_2
AL,1089.0,1,3,1,1,2,2,365000.0,100.0,4.25,-2.617,2,1,134.0,20%-<30%,2,2,5,,5,1,10,,False,100.0,25.0,1,1_5
PA,42003.0,1,1,1,1,2,2,375000.0,90.0,6.5,0.587,2,1,113.0,30%-<36%,2,5,5,,8,1,10,,True,90.0,33.0,1,1_5
TX,48157.0,1,2,1,1,2,2,315000.0,96.31,5.99,0.508,2,1,94.0,38,2,5,3,,8,1,10,,True,96.31,38.0,1,1_3
TX,48439.0,1,1,1,1,2,2,385000.0,95.0,6.5,0.119,2,1,114.0,48,2,5,2,,8,2,10,,True,95.0,48.0,1,1_2
FL,12009.0,1,1,1,1,2,2,175000.0,80.0,9.0,2.666,2,1,89.0,38,2,5,5,,8,1,10,,True,80.0,38.0,1,1_5
PA,42101.0,1,2,1,1,2,2,275000.0,101.5,6.5,0.766,2,1,110.0,30%-<36%,2,2,5,,5,1,10,,True,101.5,33.0,1,1_5
NJ,34001.0,1,1,2,1,2,2,105000.0,32.258,7.99,1.363,2,1,54.0,39,1,5,3,5,8,2,10,,True,32.258,39.0,1,1_3
IN,18151.0,1,1,4,2,1,2,75000.0,65.828,10.8,4.842,2,1,136.0,39,2,2,5,,5,2,10,,True,65.828,39.0,1,1_5
GA,13121.0,1,2,1,1,2,2,645000.0,96.5,6.125,0.159,2,1,234.0,50%-60%,14,2,3,,3,2,10,,True,96.5,55.0,1,1_3
HI,15009.0,3,1,32,2,2,2,75000.0,58.0,,,3,1,74.0,44,2,5,5,,8,2,4,,False,58.0,44.0,0,0_5
PA,42051.0,1,2,1,1,2,2,95000.0,96.0,7.0,1.14,2,1,119.0,39,2,2,5,,5,2,10,,True,96.0,39.0,1,1_5
MO,29095.0,3,1,4,1,1,2,45000.0,,,,3,1,52.0,<20%,2,5,4,,8,1,7,9,False,,10.0,0,0_4
MI,26055.0,1,1,4,2,1,2,65000.0,56.91,10.65,2.49,2,1,143.0,30%-<36%,2,2,5,,5,1,10,,True,56.91,33.0,1,1_5
NH,33017.0,1,1,1,2,2,2,125000.0,57.0,9.15,2.718,2,1,177.0,36,2,3,5,,6,1,10,,True,57.0,36.0,1,1_5
NC,37081.0,1,1,1,1,2,2,225000.0,75.0,6.0,-0.014,2,1,110.0,20%-<30%,2,5,5,,8,1,10,,False,75.0,25.0,1,1_5
CA,6083.0,1,1,2,2,1,2,235000.0,53.37,9.05,0.9,2,1,195.0,30%-<36%,2,2,5,,5,1,10,,True,53.37,33.0,1,1_5
TX,48439.0,3,1,32,1,2,2,205000.0,79.762,,,3,1,80.0,49,2,5,5,,8,2,7,,False,79.762,49.0,0,0_5
NY,36119.0,3,1,4,1,1,2,1005000.0,47.619,,,3,1,800.0,48,2,2,5,,5,1,1,,False,47.619,48.0,0,0_5
TX,48201.0,3,1,2,1,2,2,55000.0,24.0,,,3,1,37.0,40,1,5,5,,8,2,9,,False,24.0,40.0,0,0_5
CA,6073.0,3,1,32,2,1,2,505000.0,58.476,,,3,1,324.0,48,2,2,5,,5,1,4,,False,58.476,48.0,0,0_5
NC,37159.0,1,1,1,1,2,2,465000.0,78.924,7.0,0.837,2,1,139.0,41,2,2,5,,5,2,10,,True,78.924,41.0,1,1_5
TX,48021.0,3,1,1,1,2,2,355000.0,,,,3,1,84.0,>60%,2,5,4,5,8,2,1,5,False,,65.0,0,0_4
LA,22071.0,1,1,1,1,2,2,145000.0,85.0,9.5,,3,3,101.0,30%-<36%,2,2,5,,6,1,10,,False,85.0,33.0,1,1_5
NY,36081.0,1,1,1,1,2,2,185000.0,80.0,6.0,-0.509,2,1,70.0,30%-<36%,2,5,5,,8,2,10,,False,80.0,33.0,1,1_5
MA,25023.0,1,1,2,1,2,2,705000.0,50.107,6.25,-0.613,2,1,423.0,20%-<30%,2,2,5,,5,1,10,,False,50.107,25.0,1,1_5
MN,27003.0,1,1,31,1,2,2,155000.0,74.673,6.625,0.05,2,1,59.0,44,2,5,5,,8,2,10,,True,74.673,44.0,1,1_5
WA,53011.0,1,2,1,1,2,2,415000.0,95.967,5.5,-0.808,2,1,79.0,50%-60%,2,5,5,,8,2,10,,False,95.967,55.0,1,1_5
TX,48215.0,3,1,31,1,1,2,95000.0,33.571,,,3,1,13.0,>60%,1,5,5,,8,1,3,,False,33.571,65.0,0,0_5
CA,6071.0,1,2,1,1,2,2,395000.0,103.928,7.25,1.829,2,1,94.0,43,1,5,5,,8,1,10,,True,103.928,43.0,1,1_5
ME,23005.0,3,1,2,2,2,2,135000.0,68.0,,,3,1,117.0,<20%,2,5,5,,8,2,4,,False,68.0,10.0,0,0_5
AK,2020.0,1,2,1,1,2,2,435000.0,96.5,6.125,-0.062,2,1,100.0,50%-60%,2,5,1,,8,1,10,,False,96.5,55.0,1,1_1
GA,13091.0,3,1,1,1,2,2,205000.0,,,,3,1,71.0,50%-60%,2,2,3,,3,1,3,1,False,,55.0,0,0_3
CO,8041.0,1,1,1,1,2,2,375000.0,80.0,6.875,0.168,2,1,91.0,47,2,2,5,,5,1,10,,True,80.0,47.0,1,1_5
TX,48157.0,1,2,1,1,2,2,275000.0,96.5,4.99,-1.056,2,1,125.0,30%-<36%,2,2,5,,5,1,10,,False,96.5,33.0,1,1_5
TX,48157.0,3,1,4,2,1,2,65000.0,69.933,,,3,1,0.0,20%-<30%,2,5,5,,8,1,7,,False,69.933,25.0,0,0_5
IN,18109.0,1,2,1,1,2,2,285000.0,96.476,4.5,-1.343,2,1,85.0,20%-<30%,2,2,3,,3,2,10,,False,96.476,25.0,1,1_3
PA,42027.0,1,1,31,1,1,2,105000.0,49.26,8.84,0.66,2,1,41.0,50%-60%,2,5,5,,8,2,10,,True,49.26,55.0,1,1_5
FL,12097.0,3,1,2,1,1,2,285000.0,,,,3,1,60.0,>60%,1,5,4,,8,1,1,,False,,65.0,0,0_4
MA,25027.0,3,1,2,2,1,2,105000.0,37.5,,,3,1,18.0,>60%,2,5,5,,8,1,1,3,False,37.5,65.0,0,0_5
MD,24005.0,3,2,32,1,2,2,285000.0,80.0,,,3,1,31.0,>60%,2,5,3,,8,2,7,,False,80.0,65.0,0,0_3
IN,18057.0,1,1,4,2,1,2,55000.0,89.656,12.0,3.68,2,1,251.0,30%-<36%,2,5,5,,8,1,10,,True,89.656,33.0,1,1_5
KS,20001.0,3,1,4,2,1,2,95000.0,71.595,,,3,1,97.0,46,2,5,5,,8,1,6,,False,71.595,46.0,0,0_5
OH,39089.0,1,1,32,1,2,2,115000.0,62.011,6.375,0.313,2,1,26.0,47,2,5,3,5,8,1,10,,True,62.011,47.0,1,1_3
MI,26021.0,1,1,1,1,2,1,105000.0,80.0,7.5,,3,3,133.0,<20%,2,2,5,,5,2,10,,False,80.0,10.0,1,1_5
FL,12131.0,1,2,1,1,2,2,295000.0,85.226,4.875,-1.327,2,1,55.0,50%-60%,2,5,5,,8,1,10,,False,85.226,55.0,1,1_5
PA,42017.0,1,1,31,2,2,2,75000.0,69.619,8.59,1.76,2,1,94.0,30%-<36%,2,2,5,,5,1,10,,True,69.619,33.0,1,1_5
MO,29095.0,1,2,1,1,2,2,235000.0,98.189,4.99,-0.113,2,1,90.0,50%-60%,2,5,5,,8,2,10,,False,98.189,55.0,1,1_5
NJ,34029.0,3,1,1,1,2,2,435000.0,51.81,,,3,1,89.0,50%-60%,2,2,5,,5,2,1,,False,51.81,55.0,0,0_5
NC,37067.0,1,1,4,2,1,2,55000.0,47.3,9.0,0.83,2,1,72.0,20%-<30%,2,5,5,,8,2,10,,True,47.3,25.0,1,1_5
WA,53053.0,1,1,1,1,2,2,525000.0,75.142,6.99,0.511,2,1,107.0,50%-60%,2,5,5,,8,2,10,,True,75.142,55.0,1,1_5
MO,29183.0,3,1,4,2,1,2,25000.0,49.0,,,3,1,138.0,30%-<36%,2,5,3,,8,1,3,,False,49.0,33.0,0,0_3
OK,40051.0,1,1,1,1,2,2,195000.0,66.102,6.5,0.556,2,1,93.0,20%-<30%,3,5,5,,8,1,10,,True,66.102,25.0,1,1_5
OH,39025.0,1,2,31,1,2,2,335000.0,77.442,6.25,0.275,2,1,93.0,43,2,5,5,,8,2,10,,True,77.442,43.0,1,1_5
WI,55139.0,1,1,4,1,2,2,285000.0,67.17,5.99,0.19,2,1,87.0,30%-<36%,2,2,5,,5,1,10,,True,67.17,33.0,1,1_5
PA,42095.0,1,1,1,1,2,2,345000.0,80.0,6.125,0.163,2,1,178.0,<20%,2,2,5,,5,1,10,,True,80.0,10.0,1,1_5
FL,12081.0,1,1,32,2,1,2,65000.0,73.429,10.5,2.19,2,1,147.0,36,2,5,5,,8,2,10,,True,73.429,36.0,1,1_5
KY,21209.0,3,1,1,1,2,2,1145000.0,80.0,,,3,1,345.0,40,2,5,5,,8,1,5,,False,80.0,40.0,0,0_5
NY,36047.0,1,1,2,2,1,2,85000.0,48.49,9.9,1.81,2,1,155.0,>60%,2,2,5,,5,2,10,,True,48.49,65.0,1,1_5
GA,13067.0,1,1,32,2,2,2,25000.0,62.449,10.549,5.126,2,1,157.0,46,2,2,5,,5,1,10,,True,62.449,46.0,1,1_5
SC,45077.0,1,1,1,1,2,2,375000.0,95.0,7.125,1.423,2,1,105.0,44,2,5,5,,8,1,10,,True,95.0,44.0,1,1_5
OH,39157.0,1,1,1,1,2,2,225000.0,40.07,6.75,0.076,2,1,80.0,48,2,2,5,,5,2,10,,True,40.07,48.0,1,1_5
AZ,4013.0,3,1,4,2,2,2,95000.0,89.999,,,3,1,0.0,46,2,5,2,27,8,2,6,,False,89.999,46.0,0,0_2
NC,37119.0,1,1,31,2,1,2,455000.0,74.49,6.99,0.195,2,1,238.0,50%-60%,2,5,5,,8,1,10,,True,74.49,55.0,1,1_5
TN,47009.0,3,1,1,1,2,2,335000.0,73.333,,,3,1,83.0,50%-60%,2,2,5,,5,1,1,,False,73.333,55.0,0,0_5
TX,48029.0,1,3,1,1,2,2,455000.0,100.0,4.5,-2.264,2,1,155.0,42,1,1,5,,5,1,10,,False,100.0,42.0,1,1_5
WA,53061.0,3,1,1,1,2,2,115000.0,,,,3,1,51.0,>60%,2,5,5,,8,2,1,,False,,65.0,0,0_5
NJ,34039.0,3,1,32,1,2,1,655000.0,70.0,,,3,3,,,1,1,5,,5,1,7,,False,70.0,,0,0_5
MS,28163.0,1,1,1,2,2,2,5000.0,100.817,0.0,-6.63,2,1,63.0,48,2,2,3,,3,2,10,,False,100.817,48.0,1,1_3
NC,37021.0,1,1,1,1,2,2,565000.0,90.0,6.475,0.96,2,1,108.0,49,2,5,5,,8,1,10,,True,90.0,49.0,1,1_5
CA,6013.0,1,1,32,1,2,2,405000.0,32.976,6.463,0.083,2,1,182.0,30%-<36%,2,5,2,,8,1,10,,True,32.976,33.0,1,1_2
TX,48113.0,1,1,1,1,2,2,295000.0,93.0,6.625,0.79,2,1,93.0,49,1,1,5,,5,1,10,,True,93.0,49.0,1,1_5
MO,29219.0,1,2,32,1,2,2,205000.0,66.558,6.5,0.68,2,1,74.0,49,2,5,5,,8,2,10,,True,66.558,49.0,1,1_5
NC,37129.0,1,1,1,1,2,2,245000.0,75.0,7.625,0.832,3,3,0.0,30%-<36%,2,5,5,,8,2,10,,True,75.0,33.0,1,1_5
GA,13135.0,1,1,4,1,2,2,335000.0,47.383,7.625,1.569,2,1,177.0,20%-<30%,1,5,5,,8,2,10,,True,47.383,25.0,1,1_5
VA,51650.0,3,1,2,1,1,2,205000.0,94.7,,,3,3,90.0,>60%,1,5,5,,8,2,1,,False,94.7,65.0,0,0_5
GA,13151.0,1,1,1,1,2,2,195000.0,95.0,6.25,-0.033,2,1,40.0,45,2,5,3,,8,2,10,,False,95.0,45.0,1,1_3
NY,36081.0,3,1,4,1,1,2,1955000.0,78.0,,,3,1,286.0,>60%,1,5,2,21,8,2,1,4,False,78.0,65.0,0,0_2
OH,39041.0,1,1,2,2,1,2,35000.0,51.2,8.5,0.18,2,1,153.0,46,2,2,5,,5,2,10,,True,51.2,46.0,1,1_5
PA,42003.0,3,1,4,1,1,2,15000.0,14.286,,,3,1,24.0,<20%,2,5,5,,8,1,3,,False,14.286,10.0,0,0_5
OH,39135.0,1,1,4,2,1,2,25000.0,37.997,11.75,3.47,2,1,69.0,<20%,2,5,5,,8,1,10,,True,37.997,10.0,1,1_5
RI,44007.0,1,2,1,1,2,2,545000.0,99.2,6.375,0.374,2,1,119.0,50%-60%,2,5,3,,8,2,10,,True,99.2,55.0,1,1_3
PA,42133.0,1,1,1,1,2,2,475000.0,90.0,8.625,2.199,3,2,296.0,39,2,2,5,,5,1,10,,True,90.0,39.0,1,1_5
FL,12105.0,3,1,2,1,1,2,55000.0,,,,3,1,91.0,37,2,2,3,,3,2,3,,False,,37.0,0,0_3
NJ,34023.0,1,1,1,1,2,2,615000.0,86.0,7.125,0.393,2,1,276.0,20%-<30%,2,5,2,21,8,2,10,,True,86.0,25.0,1,1_2
CT,9140.0,1,1,31,2,1,2,125000.0,56.306,8.5,0.28,2,1,,39,2,2,5,,5,2,10,,True,56.306,39.0,1,1_5
TN,47053.0,1,2,1,1,2,2,215000.0,96.5,6.49,0.81,2,1,60.0,37,2,5,5,,8,2,10,,True,96.5,37.0,1,1_5
OR,41017.0,1,1,1,1,2,2,1105000.0,57.895,6.5,-0.205,2,1,420.0,48,2,2,5,,5,1,10,,False,57.895,48.0,1,1_5
IN,18003.0,3,2,32,1,2,2,285000.0,90.32,,,3,1,103.0,20%-<30%,2,2,4,43,4,1,4,,False,90.32,25.0,0,0_4
TN,47037.0,1,2,31,1,1,2,205000.0,,7.25,,3,1,40.0,,2,1,5,,5,3,10,,False,,,1,1_5
SC,45091.0,1,1,2,2,1,2,65000.0,60.257,7.75,1.11,2,1,112.0,40,2,5,5,,8,1,10,,True,60.257,40.0,1,1_5
AZ,4013.0,1,1,4,2,2,2,35000.0,80.92,9.0,2.891,2,1,109.0,36,1,1,5,,5,1,10,,True,80.92,36.0,1,1_5
WA,53061.0,1,1,31,2,1,2,145000.0,67.56,8.24,0.06,2,1,321.0,20%-<30%,2,2,5,,5,2,10,,True,67.56,25.0,1,1_5
OH,39025.0,1,1,1,2,2,2,5000.0,99.0,0.0,-6.2,2,1,144.0,20%-<30%,2,3,5,,5,1,10,,False,99.0,25.0,1,1_5
AZ,4021.0,1,2,1,1,2,2,335000.0,96.5,5.25,-0.668,2,1,109.0,50%-60%,1,5,4,41,8,1,10,,False,96.5,55.0,1,1_4
IA,19113.0,1,1,31,1,2,2,295000.0,70.0,5.99,-0.415,2,1,103.0,30%-<36%,2,5,2,21,8,1,10,,False,70.0,33.0,1,1_2
TX,48113.0,3,1,2,2,1,2,75000.0,67.49,,,3,1,183.0,50%-60%,2,5,1,3,8,1,1,9,False,67.49,55.0,0,0_1
TX,48183.0,1,1,32,1,2,2,95000.0,69.23,10.5,3.28,2,1,170.0,<20%,1,2,5,,5,1,10,,True,69.23,10.0,1,1_5
TN,47035.0,3,1,1,2,1,2,215000.0,79.694,,,3,1,81.0,>60%,2,2,5,,5,1,9,,False,79.694,65.0,0,0_5
FL,12021.0,1,1,4,1,1,2,505000.0,12.65,10.125,1.895,3,2,2434.0,<20%,2,5,5,,8,1,10,,True,12.65,10.0,1,1_5
VA,51600.0,1,1,1,1,2,2,905000.0,80.0,6.125,-0.094,2,1,200.0,43,2,5,2,25,8,2,10,,False,80.0,43.0,1,1_2
CA,6107.0,1,1,4,1,2,2,155000.0,22.0,6.99,0.792,2,1,188.0,20%-<30%,2,5,5,,8,2,10,,True,22.0,25.0,1,1_5
OK,40143.0,1,1,31,1,2,2,35000.0,25.522,7.0,2.742,1,1,42.0,20%-<30%,1,5,5,,8,1,10,,True,25.522,25.0,1,1_5
SC,45049.0,3,1,1,1,2,2,305000.0,,,,3,1,119.0,50%-60%,2,2,3,,3,1,6,5,False,,55.0,0,0_3
NC,37133.0,1,3,1,1,2,2,245000.0,100.0,5.875,-0.537,2,1,61.0,44,2,5,5,,8,1,10,,False,100.0,44.0,1,1_5
WA,53041.0,3,3,32,1,2,2,375000.0,,,,3,1,95.0,>60%,2,5,5,,8,1,3,,False,,65.0,0,0_5
IA,19163.0,1,1,1,1,2,2,145000.0,45.617,6.5,0.109,2,1,57.0,30%-<36%,3,5,5,,8,2,10,,True,45.617,33.0,1,1_5
IL,17043.0,1,1,2,2,1,2,135000.0,84.9,8.86,0.64,2,1,190.0,20%-<30%,2,5,2,26,8,1,10,,True,84.9,25.0,1,1_2
IL,17199.0,3,1,1,1,2,2,95000.0,,,,3,1,51.0,49,2,2,5,,5,2,3,,False,,49.0,0,0_5
FL,12095.0,1,1,32,2,1,2,85000.0,70.471,9.0,0.963,2,1,121.0,40,1,5,5,,8,1,10,,True,70.471,40.0,1,1_5
CA,6065.0,1,1,1,1,2,2,655000.0,,5.375,-1.206,3,1,262.0,,2,2,2,21,2,1,10,,False,,,1,1_2
AL,1055.0,1,1,32,2,2,2,65000.0,62.549,9.375,4.065,2,1,66.0,36,2,2,5,,23,1,10,,True,62.549,36.0,1,1_5
PA,42091.0,3,1,32,2,2,2,75000.0,58.98,,,3,1,178.0,30%-<36%,1,5,5,,8,1,4,,False,58.98,33.0,0,0_5
OK,40125.0,3,1,1,1,2,2,125000.0,95.0,,,3,1,42.0,49,3,5,5,,8,1,3,,False,95.0,49.0,0,0_5
NJ,34029.0,1,1,4,1,1,2,75000.0,18.984,8.99,1.0,2,1,45.0,48,2,5,5,,8,2,10,,True,18.984,48.0,1,1_5
NV,32003.0,1,1,1,1,2,2,345000.0,94.55,5.375,-0.848,2,1,121.0,20%-<30%,2,5,4,41,8,2,10,,False,94.55,25.0,1,1_4
OK,40109.0,1,1,1,1,87,87,265000.0,,,,2,1,251.0,,2,2,5,,5,1,87,,False,,,1,1_5
MA,25017.0,1,1,2,2,1,2,355000.0,43.243,8.0,-0.28,2,1,332.0,20%-<30%,2,2,5,,5,1,10,,False,43.243,25.0,1,1_5
WI,55079.0,3,1,2,2,1,2,5000.0,98.703,,,3,1,90.0,38,2,5,3,,8,2,3,4,False,98.703,38.0,0,0_3
OK,40143.0,1,1,1,1,2,2,205000.0,29.733,6.125,-0.483,2,1,226.0,30%-<36%,2,2,5,,6,1,10,,False,29.733,33.0,1,1_5
VA,51015.0,1,1,2,2,1,2,25000.0,15.23,7.5,-0.41,2,1,90.0,<20%,2,2,5,,5,2,10,,False,15.23,10.0,1,1_5
CO,8041.0,1,3,31,1,2,2,415000.0,98.797,5.625,-1.076,2,1,,,2,2,5,,5,1,10,,False,98.797,,1,1_5
PA,42041.0,1,1,1,1,2,2,245000.0,90.0,7.625,1.845,2,1,94.0,43,2,5,5,,8,1,10,,True,90.0,43.0,1,1_5
IL,17099.0,1,1,1,1,87,87,65000.0,,,,2,1,37.0,,2,2,5,,5,1,10,,False,,,1,1_5
MA,25009.0,1,1,31,1,2,1,535000.0,66.278,7.125,,3,3,234.0,30%-<36%,2,2,5,,5,1,10,,False,66.278,33.0,1,1_5
TN,47045.0,1,1,4,1,1,2,35000.0,43.668,8.5,0.4,2,1,66.0,30%-<36%,2,2,5,,5,1,10,,True,43.668,33.0,1,1_5
GA,13057.0,1,1,32,2,2,2,105000.0,74.0,9.275,2.973,2,1,89.0,41,2,5,5,,8,1,10,,True,74.0,41.0,1,1_5
VA,51810.0,1,2,1,1,2,2,305000.0,96.5,6.25,0.58,2,1,76.0,37,3,5,5,,8,1,10,,True,96.5,37.0,1,1_5
MA,25005.0,1,2,1,1,2,2,505000.0,96.5,5.625,-0.443,2,1,91.0,50%-60%,2,5,3,,8,1,10,,False,96.5,55.0,1,1_3
TX,48349.0,1,1,2,1,1,2,55000.0,21.24,12.25,5.64,2,1,69.0,30%-<36%,2,5,5,,8,2,10,,True,21.24,33.0,1,1_5
CA,6037.0,1,1,32,1,2,2,455000.0,60.0,6.75,0.74,2,1,202.0,20%-<30%,1,5,5,,8,1,10,,True,60.0,25.0,1,1_5
TX,48213.0,1,1,1,1,2,2,215000.0,95.0,6.625,0.621,2,1,118.0,20%-<30%,2,5,5,,8,1,10,,True,95.0,25.0,1,1_5
SC,45083.0,1,1,1,1,2,2,335000.0,53.23,6.99,-0.021,2,1,145.0,20%-<30%,2,2,5,,5,2,10,,False,53.23,25.0,1,1_5
TX,48201.0,3,1,31,2,2,2,105000.0,94.664,,,3,1,285.0,49,2,2,5,,5,1,3,,False,94.664,49.0,0,0_5
FL,12057.0,1,1,1,1,2,2,515000.0,80.0,6.625,-0.02,2,1,65.0,30%-<36%,1,2,5,,5,2,10,,False,80.0,33.0,1,1_5
OH,39101.0,3,1,1,1,2,2,165000.0,100.0,,,3,1,42.0,50%-60%,2,5,5,,8,2,1,,False,100.0,55.0,0,0_5
TN,47063.0,1,1,1,1,2,2,55000.0,80.0,7.625,1.918,2,1,45.0,20%-<30%,2,2,5,,5,1,10,,True,80.0,25.0,1,1_5
IL,17081.0,1,2,1,1,2,2,35000.0,96.5,6.25,0.454,2,1,56.0,<20%,2,5,5,,8,1,10,,True,96.5,10.0,1,1_5
WA,53061.0,3,2,1,1,2,2,835000.0,96.5,,,3,1,211.0,>60%,2,2,2,26,2,1,1,3,False,96.5,65.0,0,0_2
MN,27099.0,1,2,1,1,2,2,275000.0,96.5,6.625,1.242,2,1,116.0,41,11,1,5,,5,2,10,,True,96.5,41.0,1,1_5
WA,53015.0,3,1,2,2,1,2,125000.0,99.062,,,3,1,252.0,20%-<30%,2,5,5,,8,1,4,,False,99.062,25.0,0,0_5
FL,12101.0,1,2,32,1,2,2,205000.0,80.0,5.875,-0.831,2,1,66.0,30%-<36%,2,2,5,,5,1,10,,False,80.0,33.0,1,1_5
CA,6037.0,1,1,4,2,1,2,35000.0,74.52,9.5,1.34,2,1,139.0,36,1,1,5,,5,2,10,,True,74.52,36.0,1,1_5
IL,17031.0,1,2,1,1,2,2,145000.0,98.74,6.625,1.208,2,1,90.0,43,2,5,3,,8,1,10,,True,98.74,43.0,1,1_3
CA,6085.0,3,1,31,1,2,2,765000.0,75.0,,,3,1,260.0,30%-<36%,2,5,2,26,8,1,4,,False,75.0,33.0,0,0_2
NC,37025.0,1,1,4,2,1,2,25000.0,68.152,11.25,3.1,2,1,127.0,44,2,5,5,,8,1,10,,True,68.152,44.0,1,1_5
TX,48157.0,1,1,1,1,2,1,205000.0,44.843,7.125,,3,3,32.0,,2,5,2,26,8,2,10,,False,44.843,,1,1_2
PA,42091.0,1,1,1,1,2,2,405000.0,71.429,4.875,-0.358,2,1,210.0,30%-<36%,2,2,5,,5,1,10,,False,71.429,33.0,1,1_5
,,1,1,1,1,2,2,5000.0,,,,3,1,,,3,5,3,,8,1,10,,False,,,1,1_3
NC,37179.0,3,1,2,2,2,2,35000.0,90.242,,,3,1,188.0,20%-<30%,2,2,5,,5,1,4,,False,90.242,25.0,0,0_5
CA,6061.0,1,1,4,2,2,2,105000.0,74.975,8.875,2.557,2,1,183.0,45,2,2,5,,5,1,10,,True,74.975,45.0,1,1_5
PA,42055.0,1,1,4,1,1,2,95000.0,27.22,6.99,-1.25,2,1,33.0,50%-60%,2,5,5,,8,2,10,,False,27.22,55.0,1,1_5
WA,53033.0,1,1,1,1,2,2,565000.0,77.778,7.625,0.785,2,1,153.0,48,2,2,4,,5,1,10,,True,77.778,48.0,1,1_4
TX,48121.0,1,1,1,1,2,2,355000.0,95.0,6.99,0.513,2,1,0.0,39,2,5,3,,8,1,10,,True,95.0,39.0,1,1_3
FL,12011.0,1,1,31,1,2,2,425000.0,78.704,5.999,0.013,2,1,141.0,49,1,13,5,,5,2,10,,True,78.704,49.0,1,1_5
IL,17031.0,1,2,1,1,2,2,315000.0,96.5,7.25,1.44,2,1,99.0,50%-60%,1,2,4,44,6,1,10,,True,96.5,55.0,1,1_4
TN,47157.0,1,1,1,1,2,2,205000.0,85.892,6.499,0.07,2,1,84.0,20%-<30%,2,5,5,,8,1,10,,True,85.892,25.0,1,1_5
TX,48201.0,1,2,1,1,2,2,365000.0,90.0,6.5,0.138,2,1,100.0,45,2,1,5,,5,1,10,,True,90.0,45.0,1,1_5
TX,48309.0,1,1,32,1,2,2,225000.0,70.0,7.875,1.339,2,1,82.0,47,2,5,5,,8,1,10,,True,70.0,47.0,1,1_5
FL,12023.0,3,1,2,1,1,2,155000.0,42.857,,,3,1,58.0,41,2,2,5,,5,2,1,3,False,42.857,41.0,0,0_5
PA,42101.0,3,1,2,2,1,2,25000.0,115.88,,,3,1,44.0,50%-60%,2,5,1,3,8,1,1,4,False,105.0,55.0,0,0_1
NV,32029.0,3,1,2,1,2,2,205000.0,36.364,,,3,1,138.0,,2,2,5,,5,1,7,,False,36.364,,0,0_5
NJ,34039.0,1,1,2,2,1,2,125000.0,72.7,8.9,0.62,2,1,156.0,50%-60%,2,5,5,,8,1,10,,True,72.7,55.0,1,1_5
